label,text_a,text_b
0,camera#quality,二选一：富士X-Pro1+18mmF2和徕卡X？玩过的小机器里面感觉成像最好的还是适马的DP系列，可是它的机械性能又实在是不好，对焦叽叽的叫声让你觉得随时要坏。NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，用转接要好很多但又没有了自动对焦。徕卡X2出来后我是成都第一批购买的。它的做工确实精湛镜头也很漂亮就是一件工艺品，它的做工确实精湛镜头也很漂亮就是一件工艺品，在实际使用中发现暗光近景不错有一些独特的味道，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，当然徕卡是神物用的不好主要还是我的水平差。出掉x2已经是11月了成都天气一直不太好DP这阳光机也暂时没用。12月陪朋友去买尼康D800时看到了富士的XE1就叫老板拿来玩一下，结果大吃一惊它的高感在1600时居然和我的D700差不多，因为吃过X2的亏又拿到店外试了一下远景不错加了个35/1.4立马拿下现在使用了一段时间非常满意。关于X2在多说两句，按说徕卡的镜头毋庸置疑那块索尼1600万像素传感器也很不错，窃以为还是徕卡的软件功底差了。
0,focus#operation_performance,二选一：富士X-Pro1+18mmF2和徕卡X？玩过的小机器里面感觉成像最好的还是适马的DP系列，可是它的机械性能又实在是不好，对焦叽叽的叫声让你觉得随时要坏。NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，用转接要好很多但又没有了自动对焦。徕卡X2出来后我是成都第一批购买的。它的做工确实精湛镜头也很漂亮就是一件工艺品，它的做工确实精湛镜头也很漂亮就是一件工艺品，在实际使用中发现暗光近景不错有一些独特的味道，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，当然徕卡是神物用的不好主要还是我的水平差。出掉x2已经是11月了成都天气一直不太好DP这阳光机也暂时没用。12月陪朋友去买尼康D800时看到了富士的XE1就叫老板拿来玩一下，结果大吃一惊它的高感在1600时居然和我的D700差不多，因为吃过X2的亏又拿到店外试了一下远景不错加了个35/1.4立马拿下现在使用了一段时间非常满意。关于X2在多说两句，按说徕卡的镜头毋庸置疑那块索尼1600万像素传感器也很不错，窃以为还是徕卡的软件功底差了。
0,photo#quality,二选一：富士X-Pro1+18mmF2和徕卡X？玩过的小机器里面感觉成像最好的还是适马的DP系列，可是它的机械性能又实在是不好，对焦叽叽的叫声让你觉得随时要坏。NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，用转接要好很多但又没有了自动对焦。徕卡X2出来后我是成都第一批购买的。它的做工确实精湛镜头也很漂亮就是一件工艺品，它的做工确实精湛镜头也很漂亮就是一件工艺品，在实际使用中发现暗光近景不错有一些独特的味道，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，当然徕卡是神物用的不好主要还是我的水平差。出掉x2已经是11月了成都天气一直不太好DP这阳光机也暂时没用。12月陪朋友去买尼康D800时看到了富士的XE1就叫老板拿来玩一下，结果大吃一惊它的高感在1600时居然和我的D700差不多，因为吃过X2的亏又拿到店外试了一下远景不错加了个35/1.4立马拿下现在使用了一段时间非常满意。关于X2在多说两句，按说徕卡的镜头毋庸置疑那块索尼1600万像素传感器也很不错，窃以为还是徕卡的软件功底差了。
0,photo#quality,二选一：富士X-Pro1+18mmF2和徕卡X？玩过的小机器里面感觉成像最好的还是适马的DP系列，可是它的机械性能又实在是不好，对焦叽叽的叫声让你觉得随时要坏。NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，用转接要好很多但又没有了自动对焦。徕卡X2出来后我是成都第一批购买的。它的做工确实精湛镜头也很漂亮就是一件工艺品，它的做工确实精湛镜头也很漂亮就是一件工艺品，在实际使用中发现暗光近景不错有一些独特的味道，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，当然徕卡是神物用的不好主要还是我的水平差。出掉x2已经是11月了成都天气一直不太好DP这阳光机也暂时没用。12月陪朋友去买尼康D800时看到了富士的XE1就叫老板拿来玩一下，结果大吃一惊它的高感在1600时居然和我的D700差不多，因为吃过X2的亏又拿到店外试了一下远景不错加了个35/1.4立马拿下现在使用了一段时间非常满意。关于X2在多说两句，按说徕卡的镜头毋庸置疑那块索尼1600万像素传感器也很不错，窃以为还是徕卡的软件功底差了。
0,focus#operation_performance,二选一：富士X-Pro1+18mmF2和徕卡X？玩过的小机器里面感觉成像最好的还是适马的DP系列，可是它的机械性能又实在是不好，对焦叽叽的叫声让你觉得随时要坏。NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，用转接要好很多但又没有了自动对焦。徕卡X2出来后我是成都第一批购买的。它的做工确实精湛镜头也很漂亮就是一件工艺品，它的做工确实精湛镜头也很漂亮就是一件工艺品，在实际使用中发现暗光近景不错有一些独特的味道，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，当然徕卡是神物用的不好主要还是我的水平差。出掉x2已经是11月了成都天气一直不太好DP这阳光机也暂时没用。12月陪朋友去买尼康D800时看到了富士的XE1就叫老板拿来玩一下，结果大吃一惊它的高感在1600时居然和我的D700差不多，因为吃过X2的亏又拿到店外试了一下远景不错加了个35/1.4立马拿下现在使用了一段时间非常满意。关于X2在多说两句，按说徕卡的镜头毋庸置疑那块索尼1600万像素传感器也很不错，窃以为还是徕卡的软件功底差了。
1,camera#design_features,二选一：富士X-Pro1+18mmF2和徕卡X？玩过的小机器里面感觉成像最好的还是适马的DP系列，可是它的机械性能又实在是不好，对焦叽叽的叫声让你觉得随时要坏。NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，用转接要好很多但又没有了自动对焦。徕卡X2出来后我是成都第一批购买的。它的做工确实精湛镜头也很漂亮就是一件工艺品，它的做工确实精湛镜头也很漂亮就是一件工艺品，在实际使用中发现暗光近景不错有一些独特的味道，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，当然徕卡是神物用的不好主要还是我的水平差。出掉x2已经是11月了成都天气一直不太好DP这阳光机也暂时没用。12月陪朋友去买尼康D800时看到了富士的XE1就叫老板拿来玩一下，结果大吃一惊它的高感在1600时居然和我的D700差不多，因为吃过X2的亏又拿到店外试了一下远景不错加了个35/1.4立马拿下现在使用了一段时间非常满意。关于X2在多说两句，按说徕卡的镜头毋庸置疑那块索尼1600万像素传感器也很不错，窃以为还是徕卡的软件功底差了。
1,lens#general,二选一：富士X-Pro1+18mmF2和徕卡X？玩过的小机器里面感觉成像最好的还是适马的DP系列，可是它的机械性能又实在是不好，对焦叽叽的叫声让你觉得随时要坏。NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，用转接要好很多但又没有了自动对焦。徕卡X2出来后我是成都第一批购买的。它的做工确实精湛镜头也很漂亮就是一件工艺品，它的做工确实精湛镜头也很漂亮就是一件工艺品，在实际使用中发现暗光近景不错有一些独特的味道，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，当然徕卡是神物用的不好主要还是我的水平差。出掉x2已经是11月了成都天气一直不太好DP这阳光机也暂时没用。12月陪朋友去买尼康D800时看到了富士的XE1就叫老板拿来玩一下，结果大吃一惊它的高感在1600时居然和我的D700差不多，因为吃过X2的亏又拿到店外试了一下远景不错加了个35/1.4立马拿下现在使用了一段时间非常满意。关于X2在多说两句，按说徕卡的镜头毋庸置疑那块索尼1600万像素传感器也很不错，窃以为还是徕卡的软件功底差了。
1,photo#quality,二选一：富士X-Pro1+18mmF2和徕卡X？玩过的小机器里面感觉成像最好的还是适马的DP系列，可是它的机械性能又实在是不好，对焦叽叽的叫声让你觉得随时要坏。NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，用转接要好很多但又没有了自动对焦。徕卡X2出来后我是成都第一批购买的。它的做工确实精湛镜头也很漂亮就是一件工艺品，它的做工确实精湛镜头也很漂亮就是一件工艺品，在实际使用中发现暗光近景不错有一些独特的味道，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，当然徕卡是神物用的不好主要还是我的水平差。出掉x2已经是11月了成都天气一直不太好DP这阳光机也暂时没用。12月陪朋友去买尼康D800时看到了富士的XE1就叫老板拿来玩一下，结果大吃一惊它的高感在1600时居然和我的D700差不多，因为吃过X2的亏又拿到店外试了一下远景不错加了个35/1.4立马拿下现在使用了一段时间非常满意。关于X2在多说两句，按说徕卡的镜头毋庸置疑那块索尼1600万像素传感器也很不错，窃以为还是徕卡的软件功底差了。
0,photo#quality,二选一：富士X-Pro1+18mmF2和徕卡X？玩过的小机器里面感觉成像最好的还是适马的DP系列，可是它的机械性能又实在是不好，对焦叽叽的叫声让你觉得随时要坏。NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，用转接要好很多但又没有了自动对焦。徕卡X2出来后我是成都第一批购买的。它的做工确实精湛镜头也很漂亮就是一件工艺品，它的做工确实精湛镜头也很漂亮就是一件工艺品，在实际使用中发现暗光近景不错有一些独特的味道，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，当然徕卡是神物用的不好主要还是我的水平差。出掉x2已经是11月了成都天气一直不太好DP这阳光机也暂时没用。12月陪朋友去买尼康D800时看到了富士的XE1就叫老板拿来玩一下，结果大吃一惊它的高感在1600时居然和我的D700差不多，因为吃过X2的亏又拿到店外试了一下远景不错加了个35/1.4立马拿下现在使用了一段时间非常满意。关于X2在多说两句，按说徕卡的镜头毋庸置疑那块索尼1600万像素传感器也很不错，窃以为还是徕卡的软件功底差了。
0,photo#quality,二选一：富士X-Pro1+18mmF2和徕卡X？玩过的小机器里面感觉成像最好的还是适马的DP系列，可是它的机械性能又实在是不好，对焦叽叽的叫声让你觉得随时要坏。NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，用转接要好很多但又没有了自动对焦。徕卡X2出来后我是成都第一批购买的。它的做工确实精湛镜头也很漂亮就是一件工艺品，它的做工确实精湛镜头也很漂亮就是一件工艺品，在实际使用中发现暗光近景不错有一些独特的味道，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，当然徕卡是神物用的不好主要还是我的水平差。出掉x2已经是11月了成都天气一直不太好DP这阳光机也暂时没用。12月陪朋友去买尼康D800时看到了富士的XE1就叫老板拿来玩一下，结果大吃一惊它的高感在1600时居然和我的D700差不多，因为吃过X2的亏又拿到店外试了一下远景不错加了个35/1.4立马拿下现在使用了一段时间非常满意。关于X2在多说两句，按说徕卡的镜头毋庸置疑那块索尼1600万像素传感器也很不错，窃以为还是徕卡的软件功底差了。
1,photo#quality,二选一：富士X-Pro1+18mmF2和徕卡X？玩过的小机器里面感觉成像最好的还是适马的DP系列，可是它的机械性能又实在是不好，对焦叽叽的叫声让你觉得随时要坏。NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，用转接要好很多但又没有了自动对焦。徕卡X2出来后我是成都第一批购买的。它的做工确实精湛镜头也很漂亮就是一件工艺品，它的做工确实精湛镜头也很漂亮就是一件工艺品，在实际使用中发现暗光近景不错有一些独特的味道，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，当然徕卡是神物用的不好主要还是我的水平差。出掉x2已经是11月了成都天气一直不太好DP这阳光机也暂时没用。12月陪朋友去买尼康D800时看到了富士的XE1就叫老板拿来玩一下，结果大吃一惊它的高感在1600时居然和我的D700差不多，因为吃过X2的亏又拿到店外试了一下远景不错加了个35/1.4立马拿下现在使用了一段时间非常满意。关于X2在多说两句，按说徕卡的镜头毋庸置疑那块索尼1600万像素传感器也很不错，窃以为还是徕卡的软件功底差了。
1,photo#quality,二选一：富士X-Pro1+18mmF2和徕卡X？玩过的小机器里面感觉成像最好的还是适马的DP系列，可是它的机械性能又实在是不好，对焦叽叽的叫声让你觉得随时要坏。NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，用转接要好很多但又没有了自动对焦。徕卡X2出来后我是成都第一批购买的。它的做工确实精湛镜头也很漂亮就是一件工艺品，它的做工确实精湛镜头也很漂亮就是一件工艺品，在实际使用中发现暗光近景不错有一些独特的味道，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，当然徕卡是神物用的不好主要还是我的水平差。出掉x2已经是11月了成都天气一直不太好DP这阳光机也暂时没用。12月陪朋友去买尼康D800时看到了富士的XE1就叫老板拿来玩一下，结果大吃一惊它的高感在1600时居然和我的D700差不多，因为吃过X2的亏又拿到店外试了一下远景不错加了个35/1.4立马拿下现在使用了一段时间非常满意。关于X2在多说两句，按说徕卡的镜头毋庸置疑那块索尼1600万像素传感器也很不错，窃以为还是徕卡的软件功底差了。
1,hardware#design_features,二选一：富士X-Pro1+18mmF2和徕卡X？玩过的小机器里面感觉成像最好的还是适马的DP系列，可是它的机械性能又实在是不好，对焦叽叽的叫声让你觉得随时要坏。NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，用转接要好很多但又没有了自动对焦。徕卡X2出来后我是成都第一批购买的。它的做工确实精湛镜头也很漂亮就是一件工艺品，它的做工确实精湛镜头也很漂亮就是一件工艺品，在实际使用中发现暗光近景不错有一些独特的味道，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，当然徕卡是神物用的不好主要还是我的水平差。出掉x2已经是11月了成都天气一直不太好DP这阳光机也暂时没用。12月陪朋友去买尼康D800时看到了富士的XE1就叫老板拿来玩一下，结果大吃一惊它的高感在1600时居然和我的D700差不多，因为吃过X2的亏又拿到店外试了一下远景不错加了个35/1.4立马拿下现在使用了一段时间非常满意。关于X2在多说两句，按说徕卡的镜头毋庸置疑那块索尼1600万像素传感器也很不错，窃以为还是徕卡的软件功底差了。
0,software#operation_performance,二选一：富士X-Pro1+18mmF2和徕卡X？玩过的小机器里面感觉成像最好的还是适马的DP系列，可是它的机械性能又实在是不好，对焦叽叽的叫声让你觉得随时要坏。NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，NEX5C玩了半年就出掉了主要是边缘成像太差色散严重，用转接要好很多但又没有了自动对焦。徕卡X2出来后我是成都第一批购买的。它的做工确实精湛镜头也很漂亮就是一件工艺品，它的做工确实精湛镜头也很漂亮就是一件工艺品，在实际使用中发现暗光近景不错有一些独特的味道，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小，当然徕卡是神物用的不好主要还是我的水平差。出掉x2已经是11月了成都天气一直不太好DP这阳光机也暂时没用。12月陪朋友去买尼康D800时看到了富士的XE1就叫老板拿来玩一下，结果大吃一惊它的高感在1600时居然和我的D700差不多，因为吃过X2的亏又拿到店外试了一下远景不错加了个35/1.4立马拿下现在使用了一段时间非常满意。关于X2在多说两句，按说徕卡的镜头毋庸置疑那块索尼1600万像素传感器也很不错，窃以为还是徕卡的软件功底差了。
0,camera#design_features,不得不说：尼康的工业设计真是倒退了三十年！看看这都是些啥垃圾！不光新出的无反相机丑得很，远赶不上富士X100，连新出的80-400也赶不上上一代产品！我们要问，尼康的工业设计到底怎么了？难道连一点设计灵感都没有了吗？说老实话，真的连三十年前的产品的水平都没有了啊！看看F3，F4，甚至FM2，看看第一二代80200，都比现在的产品漂亮10倍！
0,camera#design_features,不得不说：尼康的工业设计真是倒退了三十年！看看这都是些啥垃圾！不光新出的无反相机丑得很，远赶不上富士X100，连新出的80-400也赶不上上一代产品！我们要问，尼康的工业设计到底怎么了？难道连一点设计灵感都没有了吗？说老实话，真的连三十年前的产品的水平都没有了啊！看看F3，F4，甚至FM2，看看第一二代80200，都比现在的产品漂亮10倍！
0,camera#design_features,虽说不太认同感动家的机身设计，但感动的镜头的确是一流的外观！同样是意大利设计师的作品，感动在镜头上，绝对不会在最前端的2~3厘米处突然收缩镜筒，而是平稳过渡，就这点，感动就符合大多数人的审美观点。而尼康自从出了“竹炮”以后，却经常在镜筒的最前端2~3厘米处无缘无故的突然收缩镜筒，难道真要节约那么几克材料吗？殊不知就是这一哆嗦，一下子就变得丑陋多了！
0,camera#design_features,虽说不太认同感动家的机身设计，但感动的镜头的确是一流的外观！同样是意大利设计师的作品，感动在镜头上，绝对不会在最前端的2~3厘米处突然收缩镜筒，而是平稳过渡，就这点，感动就符合大多数人的审美观点。而尼康自从出了“竹炮”以后，却经常在镜筒的最前端2~3厘米处无缘无故的突然收缩镜筒，难道真要节约那么几克材料吗？殊不知就是这一哆嗦，一下子就变得丑陋多了！
0,camera#design_features,虽说不太认同感动家的机身设计，但感动的镜头的确是一流的外观！同样是意大利设计师的作品，感动在镜头上，绝对不会在最前端的2~3厘米处突然收缩镜筒，而是平稳过渡，就这点，感动就符合大多数人的审美观点。而尼康自从出了“竹炮”以后，却经常在镜筒的最前端2~3厘米处无缘无故的突然收缩镜筒，难道真要节约那么几克材料吗？殊不知就是这一哆嗦，一下子就变得丑陋多了！
1,lens#design_features,虽说不太认同感动家的机身设计，但感动的镜头的确是一流的外观！同样是意大利设计师的作品，感动在镜头上，绝对不会在最前端的2~3厘米处突然收缩镜筒，而是平稳过渡，就这点，感动就符合大多数人的审美观点。而尼康自从出了“竹炮”以后，却经常在镜筒的最前端2~3厘米处无缘无故的突然收缩镜筒，难道真要节约那么几克材料吗？殊不知就是这一哆嗦，一下子就变得丑陋多了！
0,camera#design_features,D4外形设计真的很成功不知道楼主摸没摸过D4真机非常成功的设计本以为D3系列很难超越了但是D4的流线风格显然不比D3差在整体感上还更胜一筹
0,camera#design_features,D4外形设计真的很成功不知道楼主摸没摸过D4真机非常成功的设计本以为D3系列很难超越了但是D4的流线风格显然不比D3差在整体感上还更胜一筹
0,camera#design_features,D4外形设计真的很成功不知道楼主摸没摸过D4真机非常成功的设计本以为D3系列很难超越了但是D4的流线风格显然不比D3差在整体感上还更胜一筹
1,lens#design_features,D4外形设计真的很成功不知道楼主摸没摸过D4真机非常成功的设计本以为D3系列很难超越了但是D4的流线风格显然不比D3差在整体感上还更胜一筹
1,camera#design_features,D4外形设计真的很成功不知道楼主摸没摸过D4真机非常成功的设计本以为D3系列很难超越了但是D4的流线风格显然不比D3差在整体感上还更胜一筹
1,camera#design_features,D4外形设计真的很成功不知道楼主摸没摸过D4真机非常成功的设计本以为D3系列很难超越了但是D4的流线风格显然不比D3差在整体感上还更胜一筹
1,camera#design_features,D4外形设计真的很成功不知道楼主摸没摸过D4真机非常成功的设计本以为D3系列很难超越了但是D4的流线风格显然不比D3差在整体感上还更胜一筹
1,camera#general,D4外形设计真的很成功不知道楼主摸没摸过D4真机非常成功的设计本以为D3系列很难超越了但是D4的流线风格显然不比D3差在整体感上还更胜一筹
0,lens#design_features,DX DC还好啦，新80400真是有点拿不出手，感觉镜筒的设计是很随便的没有用心，把VR放到脚架环那一节去，口径做大一点点，金圈下面那一节弄个DZP那样的防滑橡胶套上，不就好看多了？现在这个样子怎么看怎么像镜头长倒过来似的。
0,lens#design_features,DX DC还好啦，新80400真是有点拿不出手，感觉镜筒的设计是很随便的没有用心，把VR放到脚架环那一节去，口径做大一点点，金圈下面那一节弄个DZP那样的防滑橡胶套上，不就好看多了？现在这个样子怎么看怎么像镜头长倒过来似的。
0,hardware#design_features,CoolpixA 的样子见仁见智了，我觉得肯定不算好看，但也不丑，算是有尼康的风格吧，至少比一系好看。而且优点是28mm，35的选择已经有了，出个28的给大家多点选择。f2.8个人认为略微欠缺，f2就完美了，不过考虑到size做的那么小，也是可以原谅的。我最不满的应该是没有EVF，这毕竟是趋势，而且都1100刀了，扔进去个EVF也不算过分吧。
0,camera#design_features,尼康也没差哪去。富士是抱着复古，不能说明它设计有多好。富士的卡片，也是丑的要死。尼康工业设计还行，东西至少耐看。比如V1，刚看觉得丑的要死。看多了，还很顺眼。索尼奶3、5系，怎么看，看多久，就觉得丑。还有，尼康的产品，拿在手里看，比看照片帅一点，最明显的例子就是D4。
1,camera#design_features,尼康也没差哪去。富士是抱着复古，不能说明它设计有多好。富士的卡片，也是丑的要死。尼康工业设计还行，东西至少耐看。比如V1，刚看觉得丑的要死。看多了，还很顺眼。索尼奶3、5系，怎么看，看多久，就觉得丑。还有，尼康的产品，拿在手里看，比看照片帅一点，最明显的例子就是D4。
