label,text_a,text_b
1,software#design_features,1，外观上，iPhone5不是用来ZB的，所以别人看不看得出来，并不是我关心的问题。4寸的屏幕，体验还不错，但更轻薄这一点，非常喜欢。至于所谓的质感，跟前后面玻璃的确实有不同，但5的手感也是相当的给力，比起有些塑料壳子的强不知道多少倍。2，iOS6在iPhone5上的体验，还是相当完善的，没有4S的各种闪退。全景照片真的很爽!3，前置摄像头，清晰了很多，但用处并不是特别大，自拍的癖好木有....4，背面的镜头感觉提升了一些，但不太明显，不过对于我这种非摄影发烧友，足足够够了，各位别指望跟单反比，要冷静。5，小接口，非常喜欢。因为我的周边不多，所以几乎不影响。小接口没有正反面，而且插入的那个感觉还是不错的。6，电池，1天1充，这个貌似没什么可抱怨的。充电速度很满意，另外我有移动电源，随时用随时充就可以了。7，掉漆问题，白色的不明显，我自己还没发现。用的时候略微注意点就好，至于半年之后可能掉不掉也不关心了。手机是买来用的，不是收藏品。8，网上反馈的那些问题，我这里就偶尔出现花屏现象，尤其在App Store调用输入法时，貌似iOS6的问题，等待更新吧。其他的均没有发现，应该是极小概率事件了。9，App应用仍然很给力，从一个App是否立刻更新支持iPhone5，能看出一定的态度。当然，iPhone5还是小众，可以不在乎，呵呵。10，耳机，效果不错，放在耳朵里的感觉也比较舒服，长时间佩戴无痛感。
1,hardware#design_features,苹果iPhone5新机到手 对比4S使用感受1，外观。一开始看发布会和网上照片，我和大多数人观点一样：变化不大，有点小失望。但是真的把5和4s放在一起，就可以发现5还是好看不少。金属背壳非常有质感，加上精良的工艺，真的非常耐看。2，手感。没错，这就是我想要的手感，轻薄又不失稳重，长度对我完全ok，而且手握的时候刚好，很有安全感，回头看反而4s有点握不住要掉的感觉。打字的时候食指刚好能按到上沿的锁屏键（手小的mm恐怕做不到）至于侧键和4s一样，位置恰到好处。装在兜里也十分完美。也是这些原因让我果断选择了果奔。3，体验，一如既往的好，在运行大程序比如无尽之剑，3d地图的时候比4s有非常明显的优势，所以性能的提升绝对不是纸面数据而已。4，ios6，相信很多人都升级了，所以不多说。简单讲siri虽然有时不那么灵，也是很实用的功能。尤其是开车的时候，作用不小。防打扰模式很实用，照片分享也给力很多。地图也经常被吐槽，导航延迟有点大，总之只能作为辅助工具。5，网络，lte确实很快，信号满格的时候简直像是从硬盘里开东西。只是用起来发热有点厉害，不敢多用，怕伤机器。之前有人说iphone5跑流量厉害，自己用没发现，平时有wifi都是自动走wifi，一点不用担心。感觉一个月300mb应付一下出门足够了。就这些把吧，大家有问题可以一起讨论下。我不是果粉，但是也用了不少苹果的东西，感觉iphone5绝对够出色，只是不要把苹果当成神。理性地想一想，现在手机有几款能比iphone更能满足我们对手机的需求呢？
1,phone#quality,苹果iPhone5新机到手 对比4S使用感受1，外观。一开始看发布会和网上照片，我和大多数人观点一样：变化不大，有点小失望。但是真的把5和4s放在一起，就可以发现5还是好看不少。金属背壳非常有质感，加上精良的工艺，真的非常耐看。2，手感。没错，这就是我想要的手感，轻薄又不失稳重，长度对我完全ok，而且手握的时候刚好，很有安全感，回头看反而4s有点握不住要掉的感觉。打字的时候食指刚好能按到上沿的锁屏键（手小的mm恐怕做不到）至于侧键和4s一样，位置恰到好处。装在兜里也十分完美。也是这些原因让我果断选择了果奔。3，体验，一如既往的好，在运行大程序比如无尽之剑，3d地图的时候比4s有非常明显的优势，所以性能的提升绝对不是纸面数据而已。4，ios6，相信很多人都升级了，所以不多说。简单讲siri虽然有时不那么灵，也是很实用的功能。尤其是开车的时候，作用不小。防打扰模式很实用，照片分享也给力很多。地图也经常被吐槽，导航延迟有点大，总之只能作为辅助工具。5，网络，lte确实很快，信号满格的时候简直像是从硬盘里开东西。只是用起来发热有点厉害，不敢多用，怕伤机器。之前有人说iphone5跑流量厉害，自己用没发现，平时有wifi都是自动走wifi，一点不用担心。感觉一个月300mb应付一下出门足够了。就这些把吧，大家有问题可以一起讨论下。我不是果粉，但是也用了不少苹果的东西，感觉iphone5绝对够出色，只是不要把苹果当成神。理性地想一想，现在手机有几款能比iphone更能满足我们对手机的需求呢？
1,phone#design_features,苹果iPhone5新机到手 对比4S使用感受1，外观。一开始看发布会和网上照片，我和大多数人观点一样：变化不大，有点小失望。但是真的把5和4s放在一起，就可以发现5还是好看不少。金属背壳非常有质感，加上精良的工艺，真的非常耐看。2，手感。没错，这就是我想要的手感，轻薄又不失稳重，长度对我完全ok，而且手握的时候刚好，很有安全感，回头看反而4s有点握不住要掉的感觉。打字的时候食指刚好能按到上沿的锁屏键（手小的mm恐怕做不到）至于侧键和4s一样，位置恰到好处。装在兜里也十分完美。也是这些原因让我果断选择了果奔。3，体验，一如既往的好，在运行大程序比如无尽之剑，3d地图的时候比4s有非常明显的优势，所以性能的提升绝对不是纸面数据而已。4，ios6，相信很多人都升级了，所以不多说。简单讲siri虽然有时不那么灵，也是很实用的功能。尤其是开车的时候，作用不小。防打扰模式很实用，照片分享也给力很多。地图也经常被吐槽，导航延迟有点大，总之只能作为辅助工具。5，网络，lte确实很快，信号满格的时候简直像是从硬盘里开东西。只是用起来发热有点厉害，不敢多用，怕伤机器。之前有人说iphone5跑流量厉害，自己用没发现，平时有wifi都是自动走wifi，一点不用担心。感觉一个月300mb应付一下出门足够了。就这些把吧，大家有问题可以一起讨论下。我不是果粉，但是也用了不少苹果的东西，感觉iphone5绝对够出色，只是不要把苹果当成神。理性地想一想，现在手机有几款能比iphone更能满足我们对手机的需求呢？
1,os#operation_performance,苹果iPhone5新机到手 对比4S使用感受1，外观。一开始看发布会和网上照片，我和大多数人观点一样：变化不大，有点小失望。但是真的把5和4s放在一起，就可以发现5还是好看不少。金属背壳非常有质感，加上精良的工艺，真的非常耐看。2，手感。没错，这就是我想要的手感，轻薄又不失稳重，长度对我完全ok，而且手握的时候刚好，很有安全感，回头看反而4s有点握不住要掉的感觉。打字的时候食指刚好能按到上沿的锁屏键（手小的mm恐怕做不到）至于侧键和4s一样，位置恰到好处。装在兜里也十分完美。也是这些原因让我果断选择了果奔。3，体验，一如既往的好，在运行大程序比如无尽之剑，3d地图的时候比4s有非常明显的优势，所以性能的提升绝对不是纸面数据而已。4，ios6，相信很多人都升级了，所以不多说。简单讲siri虽然有时不那么灵，也是很实用的功能。尤其是开车的时候，作用不小。防打扰模式很实用，照片分享也给力很多。地图也经常被吐槽，导航延迟有点大，总之只能作为辅助工具。5，网络，lte确实很快，信号满格的时候简直像是从硬盘里开东西。只是用起来发热有点厉害，不敢多用，怕伤机器。之前有人说iphone5跑流量厉害，自己用没发现，平时有wifi都是自动走wifi，一点不用担心。感觉一个月300mb应付一下出门足够了。就这些把吧，大家有问题可以一起讨论下。我不是果粉，但是也用了不少苹果的东西，感觉iphone5绝对够出色，只是不要把苹果当成神。理性地想一想，现在手机有几款能比iphone更能满足我们对手机的需求呢？
1,software#design_features,苹果iPhone5新机到手 对比4S使用感受1，外观。一开始看发布会和网上照片，我和大多数人观点一样：变化不大，有点小失望。但是真的把5和4s放在一起，就可以发现5还是好看不少。金属背壳非常有质感，加上精良的工艺，真的非常耐看。2，手感。没错，这就是我想要的手感，轻薄又不失稳重，长度对我完全ok，而且手握的时候刚好，很有安全感，回头看反而4s有点握不住要掉的感觉。打字的时候食指刚好能按到上沿的锁屏键（手小的mm恐怕做不到）至于侧键和4s一样，位置恰到好处。装在兜里也十分完美。也是这些原因让我果断选择了果奔。3，体验，一如既往的好，在运行大程序比如无尽之剑，3d地图的时候比4s有非常明显的优势，所以性能的提升绝对不是纸面数据而已。4，ios6，相信很多人都升级了，所以不多说。简单讲siri虽然有时不那么灵，也是很实用的功能。尤其是开车的时候，作用不小。防打扰模式很实用，照片分享也给力很多。地图也经常被吐槽，导航延迟有点大，总之只能作为辅助工具。5，网络，lte确实很快，信号满格的时候简直像是从硬盘里开东西。只是用起来发热有点厉害，不敢多用，怕伤机器。之前有人说iphone5跑流量厉害，自己用没发现，平时有wifi都是自动走wifi，一点不用担心。感觉一个月300mb应付一下出门足够了。就这些把吧，大家有问题可以一起讨论下。我不是果粉，但是也用了不少苹果的东西，感觉iphone5绝对够出色，只是不要把苹果当成神。理性地想一想，现在手机有几款能比iphone更能满足我们对手机的需求呢？
1,phone#operation_performance,苹果iPhone5新机到手 对比4S使用感受1，外观。一开始看发布会和网上照片，我和大多数人观点一样：变化不大，有点小失望。但是真的把5和4s放在一起，就可以发现5还是好看不少。金属背壳非常有质感，加上精良的工艺，真的非常耐看。2，手感。没错，这就是我想要的手感，轻薄又不失稳重，长度对我完全ok，而且手握的时候刚好，很有安全感，回头看反而4s有点握不住要掉的感觉。打字的时候食指刚好能按到上沿的锁屏键（手小的mm恐怕做不到）至于侧键和4s一样，位置恰到好处。装在兜里也十分完美。也是这些原因让我果断选择了果奔。3，体验，一如既往的好，在运行大程序比如无尽之剑，3d地图的时候比4s有非常明显的优势，所以性能的提升绝对不是纸面数据而已。4，ios6，相信很多人都升级了，所以不多说。简单讲siri虽然有时不那么灵，也是很实用的功能。尤其是开车的时候，作用不小。防打扰模式很实用，照片分享也给力很多。地图也经常被吐槽，导航延迟有点大，总之只能作为辅助工具。5，网络，lte确实很快，信号满格的时候简直像是从硬盘里开东西。只是用起来发热有点厉害，不敢多用，怕伤机器。之前有人说iphone5跑流量厉害，自己用没发现，平时有wifi都是自动走wifi，一点不用担心。感觉一个月300mb应付一下出门足够了。就这些把吧，大家有问题可以一起讨论下。我不是果粉，但是也用了不少苹果的东西，感觉iphone5绝对够出色，只是不要把苹果当成神。理性地想一想，现在手机有几款能比iphone更能满足我们对手机的需求呢？
0,software#operation_performance,苹果iPhone5新机到手 对比4S使用感受1，外观。一开始看发布会和网上照片，我和大多数人观点一样：变化不大，有点小失望。但是真的把5和4s放在一起，就可以发现5还是好看不少。金属背壳非常有质感，加上精良的工艺，真的非常耐看。2，手感。没错，这就是我想要的手感，轻薄又不失稳重，长度对我完全ok，而且手握的时候刚好，很有安全感，回头看反而4s有点握不住要掉的感觉。打字的时候食指刚好能按到上沿的锁屏键（手小的mm恐怕做不到）至于侧键和4s一样，位置恰到好处。装在兜里也十分完美。也是这些原因让我果断选择了果奔。3，体验，一如既往的好，在运行大程序比如无尽之剑，3d地图的时候比4s有非常明显的优势，所以性能的提升绝对不是纸面数据而已。4，ios6，相信很多人都升级了，所以不多说。简单讲siri虽然有时不那么灵，也是很实用的功能。尤其是开车的时候，作用不小。防打扰模式很实用，照片分享也给力很多。地图也经常被吐槽，导航延迟有点大，总之只能作为辅助工具。5，网络，lte确实很快，信号满格的时候简直像是从硬盘里开东西。只是用起来发热有点厉害，不敢多用，怕伤机器。之前有人说iphone5跑流量厉害，自己用没发现，平时有wifi都是自动走wifi，一点不用担心。感觉一个月300mb应付一下出门足够了。就这些把吧，大家有问题可以一起讨论下。我不是果粉，但是也用了不少苹果的东西，感觉iphone5绝对够出色，只是不要把苹果当成神。理性地想一想，现在手机有几款能比iphone更能满足我们对手机的需求呢？
1,phone#design_features,苹果iPhone5新机到手 对比4S使用感受1，外观。一开始看发布会和网上照片，我和大多数人观点一样：变化不大，有点小失望。但是真的把5和4s放在一起，就可以发现5还是好看不少。金属背壳非常有质感，加上精良的工艺，真的非常耐看。2，手感。没错，这就是我想要的手感，轻薄又不失稳重，长度对我完全ok，而且手握的时候刚好，很有安全感，回头看反而4s有点握不住要掉的感觉。打字的时候食指刚好能按到上沿的锁屏键（手小的mm恐怕做不到）至于侧键和4s一样，位置恰到好处。装在兜里也十分完美。也是这些原因让我果断选择了果奔。3，体验，一如既往的好，在运行大程序比如无尽之剑，3d地图的时候比4s有非常明显的优势，所以性能的提升绝对不是纸面数据而已。4，ios6，相信很多人都升级了，所以不多说。简单讲siri虽然有时不那么灵，也是很实用的功能。尤其是开车的时候，作用不小。防打扰模式很实用，照片分享也给力很多。地图也经常被吐槽，导航延迟有点大，总之只能作为辅助工具。5，网络，lte确实很快，信号满格的时候简直像是从硬盘里开东西。只是用起来发热有点厉害，不敢多用，怕伤机器。之前有人说iphone5跑流量厉害，自己用没发现，平时有wifi都是自动走wifi，一点不用担心。感觉一个月300mb应付一下出门足够了。就这些把吧，大家有问题可以一起讨论下。我不是果粉，但是也用了不少苹果的东西，感觉iphone5绝对够出色，只是不要把苹果当成神。理性地想一想，现在手机有几款能比iphone更能满足我们对手机的需求呢？
1,os#design_features,苹果iPhone5新机到手 对比4S使用感受1，外观。一开始看发布会和网上照片，我和大多数人观点一样：变化不大，有点小失望。但是真的把5和4s放在一起，就可以发现5还是好看不少。金属背壳非常有质感，加上精良的工艺，真的非常耐看。2，手感。没错，这就是我想要的手感，轻薄又不失稳重，长度对我完全ok，而且手握的时候刚好，很有安全感，回头看反而4s有点握不住要掉的感觉。打字的时候食指刚好能按到上沿的锁屏键（手小的mm恐怕做不到）至于侧键和4s一样，位置恰到好处。装在兜里也十分完美。也是这些原因让我果断选择了果奔。3，体验，一如既往的好，在运行大程序比如无尽之剑，3d地图的时候比4s有非常明显的优势，所以性能的提升绝对不是纸面数据而已。4，ios6，相信很多人都升级了，所以不多说。简单讲siri虽然有时不那么灵，也是很实用的功能。尤其是开车的时候，作用不小。防打扰模式很实用，照片分享也给力很多。地图也经常被吐槽，导航延迟有点大，总之只能作为辅助工具。5，网络，lte确实很快，信号满格的时候简直像是从硬盘里开东西。只是用起来发热有点厉害，不敢多用，怕伤机器。之前有人说iphone5跑流量厉害，自己用没发现，平时有wifi都是自动走wifi，一点不用担心。感觉一个月300mb应付一下出门足够了。就这些把吧，大家有问题可以一起讨论下。我不是果粉，但是也用了不少苹果的东西，感觉iphone5绝对够出色，只是不要把苹果当成神。理性地想一想，现在手机有几款能比iphone更能满足我们对手机的需求呢？
1,multimedia_devices#design_features,苹果iPhone5新机到手 对比4S使用感受1，外观。一开始看发布会和网上照片，我和大多数人观点一样：变化不大，有点小失望。但是真的把5和4s放在一起，就可以发现5还是好看不少。金属背壳非常有质感，加上精良的工艺，真的非常耐看。2，手感。没错，这就是我想要的手感，轻薄又不失稳重，长度对我完全ok，而且手握的时候刚好，很有安全感，回头看反而4s有点握不住要掉的感觉。打字的时候食指刚好能按到上沿的锁屏键（手小的mm恐怕做不到）至于侧键和4s一样，位置恰到好处。装在兜里也十分完美。也是这些原因让我果断选择了果奔。3，体验，一如既往的好，在运行大程序比如无尽之剑，3d地图的时候比4s有非常明显的优势，所以性能的提升绝对不是纸面数据而已。4，ios6，相信很多人都升级了，所以不多说。简单讲siri虽然有时不那么灵，也是很实用的功能。尤其是开车的时候，作用不小。防打扰模式很实用，照片分享也给力很多。地图也经常被吐槽，导航延迟有点大，总之只能作为辅助工具。5，网络，lte确实很快，信号满格的时候简直像是从硬盘里开东西。只是用起来发热有点厉害，不敢多用，怕伤机器。之前有人说iphone5跑流量厉害，自己用没发现，平时有wifi都是自动走wifi，一点不用担心。感觉一个月300mb应付一下出门足够了。就这些把吧，大家有问题可以一起讨论下。我不是果粉，但是也用了不少苹果的东西，感觉iphone5绝对够出色，只是不要把苹果当成神。理性地想一想，现在手机有几款能比iphone更能满足我们对手机的需求呢？
0,software#design_features,苹果iPhone5新机到手 对比4S使用感受1，外观。一开始看发布会和网上照片，我和大多数人观点一样：变化不大，有点小失望。但是真的把5和4s放在一起，就可以发现5还是好看不少。金属背壳非常有质感，加上精良的工艺，真的非常耐看。2，手感。没错，这就是我想要的手感，轻薄又不失稳重，长度对我完全ok，而且手握的时候刚好，很有安全感，回头看反而4s有点握不住要掉的感觉。打字的时候食指刚好能按到上沿的锁屏键（手小的mm恐怕做不到）至于侧键和4s一样，位置恰到好处。装在兜里也十分完美。也是这些原因让我果断选择了果奔。3，体验，一如既往的好，在运行大程序比如无尽之剑，3d地图的时候比4s有非常明显的优势，所以性能的提升绝对不是纸面数据而已。4，ios6，相信很多人都升级了，所以不多说。简单讲siri虽然有时不那么灵，也是很实用的功能。尤其是开车的时候，作用不小。防打扰模式很实用，照片分享也给力很多。地图也经常被吐槽，导航延迟有点大，总之只能作为辅助工具。5，网络，lte确实很快，信号满格的时候简直像是从硬盘里开东西。只是用起来发热有点厉害，不敢多用，怕伤机器。之前有人说iphone5跑流量厉害，自己用没发现，平时有wifi都是自动走wifi，一点不用担心。感觉一个月300mb应付一下出门足够了。就这些把吧，大家有问题可以一起讨论下。我不是果粉，但是也用了不少苹果的东西，感觉iphone5绝对够出色，只是不要把苹果当成神。理性地想一想，现在手机有几款能比iphone更能满足我们对手机的需求呢？
